Player,Country,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
MJ Clarke,AUS,111,139,7,1,79.85,1,India,Visakhapatnam,20-10-2010
V Kohli,IND,118,121,11,1,97.52,2,Australia,Visakhapatnam,20-10-2010
HM Amla,SA,110,103,12,0,106.79,2,Zimbabwe,Potchefstroom,17-10-2010
AB de Villiers,SA,101,72,5,5,140.27,2,Zimbabwe,Potchefstroom,17-10-2010
HM Amla,SA,110,96,14,0,114.58,1,Zimbabwe,Bloemfontein,15-10-2010
CA Ingram,SA,124,126,8,2,98.41,1,Zimbabwe,Bloemfontein,15-10-2010
BRM Taylor,ZIM,145,136,12,0,106.61,2,South Africa,Bloemfontein,15-10-2010
Shakib Al Hasan,BAN,106,113,11,1,93.8,1,New Zealand,Mirpur,14-10-2010
KS Williamson,NZ,108,132,6,2,81.81,2,Bangladesh,Mirpur,14-10-2010
EJG Morgan,ENG,107,101,8,1,105.94,1,Pakistan,Southampton,22-09-2010
AJ Strauss,ENG,126,134,10,1,94.02,2,Pakistan,Leeds,12-09-2010
PR Stirling,IRE,177,134,21,5,132.08,1,Canada,Toronto,07-09-2010
TM Dilshan,SL,110,115,12,1,95.65,1,India,Dambulla,28-08-2010
V Sehwag,IND,110,93,16,1,118.27,1,New Zealand,Dambulla,25-08-2010
GC Wilson,IRE,113,147,10,0,76.87,1,Netherlands,Dublin,16-08-2010
Karim Sadiq,AFG,114,108,11,3,105.55,2,Scotland,Ayr,16-08-2010
Mohammad Shahzad,AFG,100,72,15,0,138.88,2,Scotland,Ayr,16-08-2010
Junaid Siddique,BAN,100,123,9,0,81.3,1,Ireland,Belfast,15-07-2010
WTS Porterfield,IRE,108,116,7,3,93.1,2,Bangladesh,Belfast,15-07-2010
AJ Strauss,ENG,154,140,16,5,110.0,1,Bangladesh,Birmingham,12-07-2010
IJL Trott,ENG,110,121,12,0,90.9,1,Bangladesh,Birmingham,12-07-2010
TLW Cooper,NED,101,155,9,0,65.16,1,Afghanistan,The Hague,07-07-2010
EJG Morgan,ENG,103,85,16,0,121.17,2,Australia,Southampton,22-06-2010
Shahid Afridi,PAK,124,60,17,4,206.66,1,Bangladesh,Dambulla,21-06-2010
Shahid Afridi,PAK,109,76,8,7,143.42,2,Sri Lanka,Dambulla,15-06-2010
TM Dilshan,SL,108,102,14,0,105.88,2,Zimbabwe,Harare,09-06-2010
BRM Taylor,ZIM,119,137,9,1,86.86,2,Sri Lanka,Harare,07-06-2010
LD Chandimal,SL,111,118,6,5,94.06,2,India,Harare,05-06-2010
HM Amla,SA,129,115,9,2,112.17,2,West Indies,Roseau,30-05-2010
RG Sharma,IND,101,100,6,2,101.0,2,Sri Lanka,Bulawayo,30-05-2010
RG Sharma,IND,114,119,6,4,95.79,1,Zimbabwe,Bulawayo,28-05-2010
HM Amla,SA,102,109,8,0,93.57,1,West Indies,North Sound,22-05-2010
AB de Villiers,SA,102,101,5,2,100.99,1,West Indies,North Sound,22-05-2010
RR Sarwan,WI,100,119,11,0,84.03,2,Ireland,Kingston,15-04-2010
S Chanderpaul,WI,101,120,6,1,84.16,1,Canada,Kingston,13-04-2010
BJ Haddin,AUS,110,121,7,5,90.9,2,New Zealand,Hamilton,09-03-2010
C Kieswetter,ENG,107,123,9,3,86.99,1,Bangladesh,Chattogram,05-03-2010
EJG Morgan,ENG,110,104,8,2,105.76,2,Bangladesh,Mirpur,02-03-2010
Tamim Iqbal,BAN,125,120,13,3,104.16,1,England,Mirpur,28-02-2010
JH Kallis,SA,104,94,5,3,110.63,1,India,Ahmedabad,27-02-2010
AB de Villiers,SA,102,59,11,3,172.88,1,India,Ahmedabad,27-02-2010
SR Tendulkar,IND,200,147,25,3,136.05,1,South Africa,Gwalior,24-02-2010
AB de Villiers,SA,114,101,13,2,112.87,2,India,Gwalior,24-02-2010
Noor Ali Zadran,AFG,114,127,10,2,89.76,1,Canada,Sharjah,16-02-2010
Mohammad Shahzad,AFG,118,121,11,2,97.52,1,Canada,Sharjah,16-02-2010
RN ten Doeschate,NED,109,121,10,4,90.08,1,Kenya,Nairobi (Gym),16-02-2010
RT Ponting,AUS,106,112,6,2,94.64,1,West Indies,Brisbane,14-02-2010
Imrul Kayes,BAN,101,138,11,0,73.18,1,New Zealand,Christchurch,11-02-2010
CL White,AUS,105,88,8,4,119.31,2,Pakistan,Brisbane,22-01-2010
SK Raina,IND,106,115,10,1,92.17,1,Sri Lanka,Mirpur,13-01-2010
V Kohli,IND,102,95,11,0,107.36,2,Bangladesh,Mirpur,11-01-2010
WU Tharanga,SL,118,126,18,0,93.65,2,Bangladesh,Mirpur,08-01-2010
DPMD Jayawardene,SL,108,117,13,0,92.3,2,Bangladesh,Mirpur,08-01-2010
MS Dhoni,IND,101,107,9,0,94.39,2,Bangladesh,Mirpur,07-01-2010
TT Samaraweera,SL,105,106,11,0,99.05,2,India,Mirpur,05-01-2010
TM Dilshan,SL,104,122,12,0,85.24,2,Bangladesh,Mirpur,04-01-2010
WU Tharanga,SL,118,128,14,2,92.18,1,India,Eden Gardens,24-12-2009
G Gambhir,IND,150,137,14,0,109.48,2,Sri Lanka,Eden Gardens,24-12-2009
V Kohli,IND,107,114,11,1,93.85,2,Sri Lanka,Eden Gardens,24-12-2009
MS Dhoni,IND,107,111,8,2,96.39,1,Sri Lanka,Nagpur,18-12-2009
TM Dilshan,SL,123,113,12,2,108.84,2,India,Nagpur,18-12-2009
V Sehwag,IND,146,102,17,6,143.13,1,Sri Lanka,Rajkot,15-12-2009
TM Dilshan,SL,160,124,20,3,129.03,2,India,Rajkot,15-12-2009
AB de Villiers,SA,121,85,14,0,142.35,1,England,Cape Town,27-11-2009
PD Collingwood,ENG,105,110,7,2,95.45,2,South Africa,Centurion,22-11-2009
JP Duminy,SA,111,87,9,2,127.58,1,Zimbabwe,Centurion,10-11-2009
T Taibu,ZIM,103,112,6,3,91.96,2,South Africa,Benoni,08-11-2009
BB McCullum,NZ,131,129,14,3,101.55,1,Pakistan,Abu Dhabi,06-11-2009
SE Marsh,AUS,112,112,8,2,100.0,1,India,Hyderabad,05-11-2009
SR Tendulkar,IND,175,141,19,4,124.11,2,Australia,Hyderabad,05-11-2009
BRM Taylor,ZIM,118,125,7,4,94.4,1,Bangladesh,Chattogram,05-11-2009
Shakib Al Hasan,BAN,105,69,15,3,152.17,2,Zimbabwe,Mirpur,29-10-2009
MS Dhoni,IND,124,107,9,3,115.88,1,Australia,Nagpur,28-10-2009
H Masakadza,ZIM,178,167,17,4,106.58,1,Kenya,Harare,18-10-2009
H Masakadza,ZIM,156,151,11,6,103.31,1,Kenya,Harare,12-10-2009
SR Watson,AUS,105,129,10,4,81.39,2,New Zealand,Centurion,05-10-2009
SR Watson,AUS,136,132,10,7,103.03,2,England,Centurion,02-10-2009
RT Ponting,AUS,111,115,12,1,96.52,2,England,Centurion,02-10-2009
GC Smith,SA,141,134,16,0,105.22,2,England,Centurion,27-09-2009
Shoaib Malik,PAK,128,126,16,0,101.58,1,India,Centurion,26-09-2009
TM Dilshan,SL,106,92,16,1,115.21,1,South Africa,Centurion,22-09-2009
TD Paine,AUS,111,148,14,1,75.0,1,England,Nottingham,17-09-2009
RT Ponting,AUS,126,109,14,3,115.59,2,England,Nottingham,15-09-2009
SR Tendulkar,IND,138,133,10,1,103.75,1,Sri Lanka,Colombo (RPS),14-09-2009
CL White,AUS,105,124,9,1,84.67,2,England,Southampton,09-09-2009
TT Samaraweera,SL,104,124,10,0,83.87,1,New Zealand,Colombo (RPS),08-09-2009
Mohammad Shahzad,AFG,110,111,11,0,99.09,2,Netherlands,Amstelveen,01-09-2009
DJ Hussey,AUS,111,83,8,6,133.73,1,Scotland,Edinburgh,28-08-2009
CK Coventry,ZIM,194,156,16,7,124.35,1,Bangladesh,Bulawayo,16-08-2009
Tamim Iqbal,BAN,154,138,7,6,111.59,2,Zimbabwe,Bulawayo,16-08-2009
H Masakadza,ZIM,102,112,4,2,91.07,1,Bangladesh,Bulawayo,14-08-2009
Shakib Al Hasan,BAN,104,64,9,4,162.5,1,Zimbabwe,Bulawayo,11-08-2009
Mohammad Ashraful,BAN,103,103,12,2,100.0,2,Zimbabwe,Bulawayo,09-08-2009
Umar Akmal,PAK,102,72,5,4,141.66,1,Sri Lanka,Colombo (RPS),07-08-2009
DPMD Jayawardene,SL,123,108,14,1,113.88,2,Pakistan,Dambulla,03-08-2009
TM Dowlin,WI,100,117,6,1,85.47,1,Bangladesh,Roseau,28-07-2009
S Jyoti,CAN,117,122,10,1,95.9,2,Scotland,Aberdeen,07-07-2009
DF Watts,SCOT,101,108,6,2,93.51,1,Canada,Aberdeen,07-07-2009
GM Hamilton,SCOT,119,152,3,1,78.28,1,Canada,Aberdeen,07-07-2009
Yuvraj Singh,IND,131,102,10,7,128.43,1,West Indies,Kingston,26-06-2009
SR Watson,AUS,116,146,6,2,79.45,1,Pakistan,Abu Dhabi,03-05-2009
Kamran Akmal,PAK,116,115,13,0,100.86,2,Australia,Abu Dhabi,03-05-2009
MJ Clarke,AUS,100,122,14,0,81.96,2,Pakistan,Abu Dhabi,01-05-2009
WTS Porterfield,IRE,104,133,13,0,78.19,2,Canada,Centurion,19-04-2009
HH Gibbs,SA,110,116,9,2,94.82,1,Australia,Gqeberha,13-04-2009
DL Hemp,BER,102,152,9,0,67.1,1,Kenya,Potchefstroom,06-04-2009
RN ten Doeschate,NED,106,84,9,3,126.19,2,Kenya,Potchefstroom,01-04-2009
NFI McCallum,SCOT,121,138,12,3,87.68,1,Ireland,Benoni,01-04-2009
WTS Porterfield,IRE,101,89,12,3,113.48,2,Scotland,Benoni,01-04-2009
S Chanderpaul,WI,112,134,10,0,83.58,1,England,Providence,22-03-2009
AJ Strauss,ENG,105,129,7,0,81.39,2,West Indies,Providence,22-03-2009
V Sehwag,IND,125,74,14,6,168.91,2,New Zealand,Hamilton,11-03-2009
JD Ryder,NZ,105,80,12,4,131.25,2,India,Christchurch,08-03-2009
SR Tendulkar,IND,163,133,16,5,122.55,1,New Zealand,Christchurch,08-03-2009
BJ Haddin,AUS,109,114,8,3,95.61,1,New Zealand,Sydney,08-02-2009
GD Elliott,NZ,115,124,8,0,92.74,2,Australia,Sydney,08-02-2009
G Gambhir,IND,150,147,14,1,102.04,1,Sri Lanka,Colombo (RPS),05-02-2009
V Sehwag,IND,116,90,17,0,128.88,1,Sri Lanka,Colombo (RPS),03-02-2009
Yuvraj Singh,IND,117,95,17,1,123.15,1,Sri Lanka,Colombo (RPS),03-02-2009
ST Jayasuriya,SL,107,114,10,1,93.85,1,India,Dambulla,28-01-2009
TM Dilshan,SL,137,139,10,0,98.56,1,Pakistan,Lahore,24-01-2009
Salman Butt,PAK,100,117,13,0,85.47,2,Sri Lanka,Karachi,20-01-2009
CH Gayle,WI,135,129,9,5,104.65,1,New Zealand,Napier,13-01-2009
MJ Guptill,NZ,122,135,8,2,90.37,1,West Indies,Auckland,10-01-2009
KP Pietersen,ENG,111,128,10,1,86.71,1,India,Cuttack,26-11-2008
Yuvraj Singh,IND,118,122,15,2,96.72,1,England,Indore,17-11-2008
Younis Khan,PAK,101,119,5,1,84.87,1,West Indies,Abu Dhabi,16-11-2008
CH Gayle,WI,122,137,5,6,89.05,2,Pakistan,Abu Dhabi,16-11-2008
Yuvraj Singh,IND,138,78,16,6,176.92,1,England,Rajkot,14-11-2008
S Chanderpaul,WI,107,149,6,0,71.81,2,Pakistan,Abu Dhabi,14-11-2008
CH Gayle,WI,113,106,11,5,106.6,1,Pakistan,Abu Dhabi,12-11-2008
HM Amla,SA,140,135,8,4,103.7,1,Bangladesh,Benoni,09-11-2008
SO Tikolo,KENYA,102,99,12,2,103.03,1,Zimbabwe,Nairobi (Gym),19-10-2008
LRPL Taylor,NZ,103,119,5,4,86.55,1,Bangladesh,Chattogram,14-10-2008
CH Gayle,WI,110,77,14,6,142.85,2,Canada,King City (NW),24-08-2008
XM Marshall,WI,157,118,11,12,133.05,1,Canada,King City (NW),22-08-2008
ST Jayasuriya,SL,125,114,9,5,109.64,1,India,Karachi,06-07-2008
Younis Khan,PAK,123,117,11,1,105.12,2,India,Karachi,02-07-2008
GM Hamilton,SCOT,115,150,13,0,76.66,2,Ireland,Aberdeen,02-07-2008
AM Samad,CAN,130,125,12,2,104.0,1,Bermuda,King City (NW),01-07-2008
JAH Marshall,NZ,161,141,11,4,114.18,1,Ireland,Aberdeen,01-07-2008
BB McCullum,NZ,166,135,12,10,122.96,1,Ireland,Aberdeen,01-07-2008
ST Jayasuriya,SL,130,88,16,6,147.72,1,Bangladesh,Karachi,30-06-2008
KC Sangakkara,SL,121,128,16,1,94.53,1,Bangladesh,Karachi,30-06-2008
KC Sangakkara,SL,112,110,10,1,101.81,1,Pakistan,Karachi,29-06-2008
SR Watson,AUS,126,122,15,2,103.27,2,West Indies,St George's,29-06-2008
Alok Kapali,BAN,115,96,10,5,119.79,1,India,Karachi,28-06-2008
SK Raina,IND,116,107,11,3,108.41,2,Bangladesh,Karachi,28-06-2008
Shoaib Malik,PAK,125,119,16,1,105.04,1,India,Karachi,26-06-2008
V Sehwag,IND,119,95,12,5,125.26,2,Pakistan,Karachi,26-06-2008
MS Dhoni,IND,109,96,6,6,113.54,1,Hong Kong,Karachi,25-06-2008
SK Raina,IND,101,68,7,5,148.52,1,Hong Kong,Karachi,25-06-2008
KC Sangakkara,SL,101,91,16,0,110.98,1,Bangladesh,Lahore,25-06-2008
Mohammad Ashraful,BAN,109,126,8,0,86.5,1,U.A.E.,Lahore,24-06-2008
KP Pietersen,ENG,110,112,8,3,98.21,1,New Zealand,Chester-le-Street,15-06-2008
Salman Butt,PAK,129,136,12,3,94.85,1,India,Mirpur,14-06-2008
Younis Khan,PAK,108,99,8,3,109.09,1,India,Mirpur,14-06-2008
G Gambhir,IND,107,101,13,1,105.94,2,Bangladesh,Mirpur,12-06-2008
Salman Butt,PAK,136,124,14,1,109.67,1,Bangladesh,Karachi,19-04-2008
Shakib Al Hasan,BAN,108,120,8,0,90.0,1,Pakistan,Multan,16-04-2008
Kamran Akmal,PAK,100,81,16,1,123.45,1,Bangladesh,Lahore,13-04-2008
Salman Butt,PAK,132,127,15,0,103.93,1,Bangladesh,Lahore,13-04-2008
Mohammad Yousuf,PAK,108,103,11,0,104.85,1,Bangladesh,Lahore,08-04-2008
Tamim Iqbal,BAN,129,136,15,1,94.85,1,Ireland,Mirpur,22-03-2008
GC Smith,SA,103,118,14,1,87.28,2,Bangladesh,Chattogram,09-03-2008
SR Tendulkar,IND,117,120,10,0,97.5,2,Australia,Sydney,02-03-2008
RT Ponting,AUS,124,133,7,1,93.23,1,India,Sydney,24-02-2008
G Gambhir,IND,113,119,9,1,94.95,2,Australia,Sydney,24-02-2008
JM How,NZ,139,116,10,3,119.82,2,England,Napier,20-02-2008
KC Sangakkara,SL,128,155,12,0,82.58,1,India,Adelaide,19-02-2008
AC Gilchrist,AUS,118,132,9,3,89.39,1,Sri Lanka,Perth,15-02-2008
G Gambhir,IND,102,101,10,1,100.99,1,Sri Lanka,Brisbane,05-02-2008
HH Gibbs,SA,102,84,13,3,121.42,2,West Indies,Johannesburg,03-02-2008
Mohammad Yousuf,PAK,108,111,10,1,97.29,2,Zimbabwe,Faisalabad,30-01-2008
JH Kallis,SA,121,133,12,1,90.97,2,West Indies,Gqeberha,27-01-2008
RT Ponting,AUS,134,133,10,2,100.75,1,New Zealand,Hobart,20-12-2007
RT Ponting,AUS,107,108,13,0,99.07,2,New Zealand,Adelaide,14-12-2007
HH Gibbs,SA,119,101,10,7,117.82,2,New Zealand,Cape Town,02-12-2007
S Chanderpaul,WI,127,138,5,2,92.02,2,Zimbabwe,Harare,30-11-2007
Salman Butt,PAK,129,142,17,0,90.84,2,India,Kanpur,11-11-2007
Younis Khan,PAK,117,110,9,2,106.36,2,India,Mohali,08-11-2007
Mohammad Yousuf,PAK,117,143,9,0,81.81,1,South Africa,Lahore,20-10-2007
TM Odoyo,KENYA,111,113,11,0,98.23,2,Canada,Nairobi (Gym),18-10-2007
HH Gibbs,SA,102,128,11,1,79.68,1,Pakistan,Lahore,18-10-2007
AB de Villiers,SA,103,95,9,3,108.42,1,Pakistan,Lahore,18-10-2007
A Symonds,AUS,107,88,9,4,121.59,1,India,Nagpur,14-10-2007
Yuvraj Singh,IND,121,115,12,3,105.21,2,Australia,Hyderabad,05-10-2007
MJ Clarke,AUS,130,132,10,3,98.48,1,India,Bengaluru,29-09-2007
OA Shah,ENG,107,95,11,2,112.63,1,India,The Oval,05-09-2007
AB de Villiers,SA,107,89,8,6,120.22,1,Zimbabwe,Harare,26-08-2007
T Taibu,ZIM,107,103,9,1,103.88,2,South Africa,Harare,26-08-2007
HH Gibbs,SA,111,100,16,2,111.0,2,Zimbabwe,Harare,25-08-2007
AN Cook,ENG,102,126,8,0,80.95,1,India,Southampton,21-08-2007
IR Bell,ENG,126,118,10,1,106.77,1,India,Southampton,21-08-2007
S Chanderpaul,WI,116,122,9,3,95.08,1,England,Birmingham,04-07-2007
DPMD Jayawardene,Asia,107,106,9,2,100.94,1,Africa XI,Chennai,10-06-2007
MS Dhoni,Asia,139,97,15,5,143.29,1,Africa XI,Chennai,10-06-2007
SM Pollock,Afr,130,110,19,1,118.18,2,Asia XI,Bengaluru,06-06-2007
G Gambhir,IND,101,113,11,0,89.38,1,Bangladesh,Mirpur,12-05-2007
AC Gilchrist,AUS,149,104,13,8,143.26,1,Sri Lanka,Bridgetown,28-04-2007
DPMD Jayawardene,SL,115,109,10,3,105.5,1,New Zealand,Kingston,24-04-2007
KP Pietersen,ENG,100,91,10,1,109.89,2,West Indies,Bridgetown,21-04-2007
ML Hayden,AUS,103,100,10,2,103.0,1,New Zealand,St George's,20-04-2007
SB Styris,NZ,111,157,8,0,70.7,1,Sri Lanka,St George's,12-04-2007
AB de Villiers,SA,146,130,12,5,112.3,1,West Indies,St George's,10-04-2007
KP Pietersen,ENG,104,122,6,1,85.24,1,Australia,North Sound,08-04-2007
SP Fleming,NZ,102,92,10,3,110.86,2,Bangladesh,North Sound,02-04-2007
ST Jayasuriya,SL,115,101,10,4,113.86,1,West Indies,Providence,01-04-2007
ML Hayden,AUS,158,143,14,4,110.48,1,West Indies,North Sound,27-03-2007
ML Hayden,AUS,101,68,14,4,148.52,1,South Africa,Basseterre,24-03-2007
S Chanderpaul,WI,102,113,10,4,90.26,2,Ireland,Kingston,23-03-2007
L Vincent,NZ,101,117,9,1,86.32,1,Canada,Gros Islet,22-03-2007
Imran Nazir,PAK,160,121,14,8,132.23,1,Zimbabwe,Kingston,21-03-2007
ST Jayasuriya,SL,109,87,7,7,125.28,1,Bangladesh,Port of Spain,21-03-2007
V Sehwag,IND,114,87,17,3,131.03,1,Bermuda,Port of Spain,19-03-2007
BJ Hodge,AUS,123,89,8,7,138.2,1,Netherlands,Basseterre,18-03-2007
JH Kallis,SA,128,109,11,5,117.43,1,Netherlands,Basseterre,16-03-2007
JP Bray,IRE,115,137,10,2,83.94,1,Zimbabwe,Kingston,15-03-2007
RT Ponting,AUS,113,93,9,5,121.5,1,Scotland,Basseterre,14-03-2007
Shakib Al Hasan,BAN,134,152,14,0,88.15,1,Canada,St John's,28-02-2007
Shahriar Nafees,BAN,104,112,8,3,92.85,2,Bermuda,St John's,25-02-2007
ML Hayden,AUS,181,166,11,10,109.03,1,New Zealand,Hamilton,20-02-2007
CD McMillan,NZ,117,96,13,5,121.87,2,Australia,Hamilton,20-02-2007
MEK Hussey,AUS,105,84,8,6,125.0,1,New Zealand,Auckland,18-02-2007
LRPL Taylor,NZ,117,127,16,1,92.12,2,Australia,Auckland,18-02-2007
LPC Silva,SL,107,107,12,1,100.0,1,India,Visakhapatnam,17-02-2007
KC Sangakkara,SL,110,127,11,4,86.61,1,India,Rajkot,11-02-2007
PD Collingwood,ENG,120,133,7,1,90.22,2,Australia,Melbourne,09-02-2007
Mohammad Yousuf,PAK,101,111,12,0,90.99,1,South Africa,Durban,07-02-2007
PD Collingwood,ENG,106,121,8,0,87.6,1,New Zealand,Brisbane,06-02-2007
SP Fleming,NZ,106,149,11,0,71.14,2,England,Brisbane,06-02-2007
DJ Reekers,NED,104,82,12,3,126.82,1,Ireland,Nairobi (Gym),05-02-2007
EJG Morgan,IRE,115,106,10,2,108.49,1,Canada,Nairobi (Jaff),04-02-2007
A Bagai,CAN,122,132,10,0,92.42,2,Ireland,Nairobi (Jaff),04-02-2007
RN ten Doeschate,NED,109,125,9,0,87.2,2,Bermuda,Nairobi (Ruaraka),04-02-2007
RT Ponting,AUS,104,113,6,1,92.03,2,New Zealand,Melbourne,04-02-2007
WTS Porterfield,IRE,104,129,5,0,80.62,1,Kenya,Nairobi (Ruaraka),02-02-2007
KJ O'Brien,IRE,142,125,10,6,113.6,1,Kenya,Nairobi (Ruaraka),02-02-2007
EC Joyce,ENG,107,142,10,0,75.35,1,Australia,Sydney,02-02-2007
A Bagai,CAN,137,172,12,1,79.65,2,Scotland,Nairobi (Ruaraka),31-01-2007
WTS Porterfield,IRE,112,142,9,0,78.87,2,Bermuda,Nairobi (Jaff),31-01-2007
SR Tendulkar,IND,100,76,10,1,131.57,1,West Indies,Vadodara,31-01-2007
NFI McCallum,SCOT,100,92,7,3,108.69,2,Ireland,Nairobi (Gym),30-01-2007
JP Bray,IRE,116,136,10,4,85.29,1,Scotland,Nairobi (Gym),30-01-2007
ML Hayden,AUS,117,111,15,0,105.4,1,New Zealand,Perth,28-01-2007
RT Ponting,AUS,111,122,8,1,90.98,1,New Zealand,Perth,28-01-2007
JDP Oram,NZ,101,72,4,6,140.27,2,Australia,Perth,28-01-2007
RD Shah,KENYA,113,121,8,3,93.38,1,Scotland,Mombasa,21-01-2007
S Chanderpaul,WI,149,136,16,3,109.55,2,India,Nagpur,21-01-2007
RR Watson,SCOT,123,120,10,2,102.5,2,Canada,Mombasa,18-01-2007
LRPL Taylor,NZ,128,133,12,4,96.24,1,Sri Lanka,Napier,28-12-2006
ST Jayasuriya,SL,111,82,12,5,135.36,2,New Zealand,Napier,28-12-2006
S Chanderpaul,WI,101,142,8,0,71.12,1,Pakistan,Karachi,16-12-2006
MN Samuels,WI,100,99,17,1,101.01,2,Pakistan,Multan,13-12-2006
Shahriar Nafees,BAN,105,138,13,1,76.08,2,Zimbabwe,Khulna,30-11-2006
JM Kemp,SA,100,89,6,7,112.35,1,India,Cape Town,26-11-2006
JH Kallis,SA,119,160,15,0,74.37,1,India,Durban,22-11-2006
SO Tikolo,KENYA,111,98,9,1,113.26,1,Bermuda,Mombasa,14-11-2006
CH Gayle,WI,133,135,17,3,98.51,2,South Africa,Jaipur,02-11-2006
CH Gayle,WI,101,128,10,1,78.9,1,England,Ahmedabad,28-10-2006
DJ Bravo,WI,112,124,14,1,90.32,1,England,Ahmedabad,28-10-2006
Shahriar Nafees,BAN,123,161,17,1,76.39,1,Zimbabwe,Jaipur,13-10-2006
CH Gayle,WI,104,118,11,3,88.13,2,Bangladesh,Jaipur,11-10-2006
WU Tharanga,SL,110,130,13,1,84.61,1,Zimbabwe,Ahmedabad,10-10-2006
WU Tharanga,SL,105,129,11,1,81.39,1,Bangladesh,Mohali,07-10-2006
MV Boucher,SA,147,68,8,10,216.17,1,Zimbabwe,Potchefstroom,20-09-2006
MEK Hussey,AUS,109,90,10,3,121.11,1,West Indies,Kuala Lumpur,18-09-2006
SR Tendulkar,IND,141,148,13,5,95.27,1,West Indies,Kuala Lumpur,14-09-2006
Younis Khan,PAK,101,109,13,1,92.66,2,England,Southampton,05-09-2006
IH Romaine,BER,101,111,13,5,90.99,1,Canada,Toronto,21-08-2006
Shahriar Nafees,BAN,118,148,12,0,79.72,2,Zimbabwe,Harare,06-08-2006
ST Jayasuriya,SL,157,104,24,1,150.96,1,Netherlands,Amstelveen,04-07-2006
TM Dilshan,SL,117,78,15,2,150.0,1,Netherlands,Amstelveen,04-07-2006
ME Trescothick,ENG,121,118,16,1,102.54,1,Sri Lanka,Leeds,01-07-2006
WU Tharanga,SL,109,102,14,1,106.86,2,England,Leeds,01-07-2006
ST Jayasuriya,SL,152,99,20,4,153.53,2,England,Leeds,01-07-2006
DPMD Jayawardene,SL,100,83,9,0,120.48,1,England,Manchester,28-06-2006
DPMD Jayawardene,SL,126,127,19,0,99.21,2,England,Chester-le-Street,24-06-2006
ST Jayasuriya,SL,122,136,15,2,89.7,1,England,The Oval,20-06-2006
WU Tharanga,SL,120,156,14,0,76.92,1,England,Lord's,17-06-2006
ME Trescothick,ENG,113,114,12,0,99.12,1,Ireland,Belfast,13-06-2006
RR Sarwan,WI,115,119,10,2,96.63,2,India,Basseterre,23-05-2006
V Sibanda,ZIM,116,137,9,1,84.67,1,Bermuda,Port of Spain,20-05-2006
CH Gayle,WI,123,130,18,2,94.61,1,India,Kingston,18-05-2006
R Dravid,IND,105,102,10,2,102.94,2,West Indies,Kingston,18-05-2006
RS Morton,WI,109,150,12,1,72.66,1,Zimbabwe,Port of Spain,13-05-2006
A Symonds,AUS,103,125,6,2,82.4,1,Bangladesh,Fatullah,26-04-2006
Yuvraj Singh,IND,103,76,10,3,135.52,1,England,Margao,03-04-2006
Rajin Saleh,BAN,108,113,16,0,95.57,2,Kenya,Fatullah,25-03-2006
RT Ponting,AUS,164,105,13,9,156.19,1,South Africa,Johannesburg,12-03-2006
HH Gibbs,SA,175,111,21,7,157.65,2,Australia,Johannesburg,12-03-2006
HH Dippenaar,SA,101,145,9,0,69.65,1,Australia,Durban,10-03-2006
L Vincent,NZ,102,117,10,1,87.17,1,West Indies,Napier,01-03-2006
RS Morton,WI,110,155,7,0,70.96,2,New Zealand,Napier,01-03-2006
GC Smith,SA,119,124,12,1,95.96,2,Australia,Centurion,26-02-2006
KC Sangakkara,SL,109,125,11,0,87.2,1,Bangladesh,Chattogram,25-02-2006
NJ Astle,NZ,118,126,7,3,93.65,1,West Indies,Christchurch,25-02-2006
Yuvraj Singh,IND,107,93,14,0,115.05,2,Pakistan,Karachi,19-02-2006
AC Gilchrist,AUS,122,91,13,4,134.06,2,Sri Lanka,Brisbane,14-02-2006
SM Katich,AUS,107,142,9,0,75.35,2,Sri Lanka,Brisbane,14-02-2006
Shoaib Malik,PAK,108,120,11,1,90.0,1,India,Lahore,13-02-2006
RT Ponting,AUS,124,127,9,3,97.63,1,Sri Lanka,Sydney,12-02-2006
A Symonds,AUS,151,127,13,3,118.89,1,Sri Lanka,Sydney,12-02-2006
SR Tendulkar,IND,100,113,10,1,88.49,1,Pakistan,Peshawar,06-02-2006
Salman Butt,PAK,101,111,15,0,90.99,2,India,Peshawar,06-02-2006
AC Gilchrist,AUS,116,105,11,4,110.47,2,Sri Lanka,Perth,29-01-2006
HH Dippenaar,SA,125,145,7,0,86.2,1,Sri Lanka,Adelaide,24-01-2006
ST Jayasuriya,SL,114,96,10,4,118.75,1,Australia,Sydney,22-01-2006
PG Fulton,NZ,112,131,8,2,85.49,2,Sri Lanka,Napier,08-01-2006
WU Tharanga,SL,103,125,14,0,82.4,1,New Zealand,Christchurch,03-01-2006
Kamran Akmal,PAK,109,111,12,0,98.19,1,England,Karachi,15-12-2005
Kamran Akmal,PAK,102,111,15,1,91.89,2,England,Lahore,12-12-2005
SB Styris,NZ,101,96,12,2,105.2,2,Australia,Christchurch,10-12-2005
A Symonds,AUS,156,127,12,8,122.83,1,New Zealand,Wellington,07-12-2005
GC Smith,SA,134,124,20,1,108.06,2,India,Eden Gardens,25-11-2005
Yuvraj Singh,IND,103,122,10,3,84.42,1,South Africa,Hyderabad,16-11-2005
G Gambhir,IND,103,97,13,1,106.18,1,Sri Lanka,Ahmedabad,06-11-2005
R Dravid,IND,103,120,8,1,85.83,1,Sri Lanka,Ahmedabad,06-11-2005
